4.531150329999999826e+02,4.675222751618117734e-01,-5.721758892862784107e-02,2.599172453450232512e-01,9.296587705612182617e-01,-3.683216869831085205e-01,-4.945437889546155930e-03,7.018092088401317596e-03,2.602836857005512705e-01,-1.538465552284623783e+00,-1.961792190653402379e+00,-1.228433947626557554e+00,1.565404173082375783e+00,-5.560331242059168844e-01,1.705585736582074352e+00,-5.559596370296424617e-01,2.011231025200489242e+00,-8.266790812054303217e-02,3.798189801896386109e-01,4.221193989313500039e-02
4.531550849999999855e+02,4.674980146237636136e-01,-5.721196310447307365e-02,2.598660189885337868e-01,9.296464920043945312e-01,-3.683520257472991943e-01,-4.990575835108757019e-03,7.021788973361253738e-03,2.602805217257793124e-01,-1.538498230811944367e+00,-1.961886441842250584e+00,-1.228384124242673181e+00,1.565452447380849321e+00,-5.559709694958874238e-01,1.685670500606636368e+00,-5.658274940572930456e-01,1.961239285356572992e+00,-8.767361989288693924e-02,3.738224784770219356e-01,4.121458859832541344e-02
4.531951099999999997e+02,4.675081356795312004e-01,-5.726156069066182241e-02,2.598557067375685814e-01,9.296488165855407715e-01,-3.683463931083679199e-01,-4.940503742545843124e-03,7.045208010822534561e-03,2.602257247742629787e-01,-1.538494878457121295e+00,-1.961938663255506476e+00,-1.228282330461970773e+00,1.565354209437407995e+00,-5.560374287370972723e-01,1.705964029668173731e+00,-5.562051452481684422e-01,1.951271832695178787e+00,-8.665728381773407651e-02,3.758345130860075711e-01,4.120690046146380237e-02
4.532351739999999722e+02,4.674961788369232929e-01,-5.724762404478896810e-02,2.597685052153385077e-01,9.296350479125976562e-01,-3.683805763721466064e-01,-4.985494073480367661e-03,7.040409836918115616e-03,2.602252660453203692e-01,-1.538579810396491609e+00,-1.962093211676580573e+00,-1.228109643356916081e+00,1.565416070629409795e+00,-5.559644793818998565e-01,1.685775376441934315e+00,-5.665139979795639213e-01,1.941253526463711410e+00,-8.764393368901113313e-02,3.768267256273998278e-01,4.020070765259085854e-02
4.532752169999999978e+02,4.674937195655899935e-01,-5.721098693573740956e-02,2.597471999494966322e-01,9.296534061431884766e-01,-3.683345913887023926e-01,-4.982657264918088913e-03,7.026061415672302246e-03,2.602953374420537980e-01,-1.538575177383676440e+00,-1.962168273006040131e+00,-1.228017685992842445e+00,1.565436089407770126e+00,-5.559935805784670393e-01,1.695586666787418872e+00,-5.662418332913123908e-01,1.961232456969607796e+00,-8.665570620215995445e-02,3.768189915081658348e-01,4.020624327382155139e-02
4.533151359999999954e+02,4.674936037169761804e-01,-5.724349384281641334e-02,2.596985163369624483e-01,9.296501874923706055e-01,-3.683426082134246826e-01,-4.976282361894845963e-03,7.033289875835180283e-03,2.602359388991413169e-01,-1.538617019566156152e+00,-1.962273371139009903e+00,-1.227868831011223349e+00,1.565416052444172479e+00,-5.560356474291552331e-01,1.695988205154870920e+00,-5.662249657920761514e-01,1.991274460737562535e+00,-8.665642623625921526e-02,3.758355053360378228e-01,4.020649502118192609e-02
4.533552349999999933e+02,4.675011118748549355e-01,-5.722329248445547772e-02,2.596550814260172313e-01,9.296547174453735352e-01,-3.683310449123382568e-01,-4.968577530235052109e-03,7.046229671686887741e-03,2.602942716401617229e-01,-1.538657820405033405e+00,-1.962362164910132378e+00,-1.227742502901494781e+00,1.565386836365195711e+00,-5.560019220541789764e-01,1.705921717730587872e+00,-5.968795392423352775e-01,2.031270611605307863e+00,-8.662812464007516033e-02,3.748327082513704389e-01,4.119329649523575942e-02
4.533952600000000075e+02,4.675029341943099936e-01,-5.722628088636467353e-02,2.596371232330961232e-01,9.296464920043945312e-01,-3.683525025844573975e-01,-4.966881126165390015e-03,7.009316701442003250e-03,2.602513090974183374e-01,-1.538667570577301191e+00,-1.962422391863200666e+00,-1.227625752404276405e+00,1.565443814932399924e+00,-5.559993071900191097e-01,1.706097388975389872e+00,-5.960224901115143137e-01,1.971284948520086289e+00,-8.966517856193539915e-02,3.718400145196914530e-01,4.121055806564541402e-02
4.534352539999999863e+02,4.675085054008734087e-01,-5.721472050486230143e-02,2.595958066063688285e-01,9.296622872352600098e-01,-3.683124482631683350e-01,-4.954339005053043365e-03,7.030168082565069199e-03,2.603034934082777418e-01,-1.538700984349123502e+00,-1.962511401187795101e+00,-1.227508040836917225e+00,1.565395522012246632e+00,-5.560330318292647789e-01,1.706643493734186556e+00,-5.761807689836260238e-01,2.001342959445150171e+00,-9.065832207964863443e-02,3.698624559887189744e-01,4.220724235918127398e-02
4.534753559999999766e+02,4.674876838539562818e-01,-5.724807724565064010e-02,2.594986884704131302e-01,9.296466112136840820e-01,-3.683506250381469727e-01,-4.997815471142530441e-03,7.075134199112653732e-03,2.602547657597926722e-01,-1.538795584628962487e+00,-1.962667247403151016e+00,-1.227380962450089541e+00,1.565374889077996601e+00,-5.559986925394451163e-01,1.725720442966501622e+00,-5.956305695242801734e-01,1.951243594343470278e+00,-8.968213356355925203e-02,3.718245509035683072e-01,4.021855267968728331e-02
4.535153629999999794e+02,4.674860407816876506e-01,-5.722916207718244802e-02,2.594812477872031620e-01,9.296362996101379395e-01,-3.683771491050720215e-01,-5.005407147109508514e-03,7.037580013275146484e-03,2.602543019941023772e-01,-1.538800817087969897e+00,-1.962724738870770480e+00,-1.227285880057637613e+00,1.565444738410954661e+00,-5.559429541719280721e-01,1.705875483072419874e+00,-5.652263801787804631e-01,2.011257955631132077e+00,-9.069960672863541795e-02,3.728309646307152447e-01,3.922667738195213805e-02
4.535553770000000213e+02,4.674876871553226843e-01,-5.724485680461701559e-02,2.594356612704708520e-01,9.296399354934692383e-01,-3.683680593967437744e-01,-4.981419537216424942e-03,7.050299551337957382e-03,2.602491283665333555e-01,-1.538822458407670624e+00,-1.962847482142402455e+00,-1.227118002693452503e+00,1.565395497117635148e+00,-5.559674716850260268e-01,1.705283784780022183e+00,-5.539377363476984950e-01,2.041190025924892737e+00,-8.775534012306879239e-02,3.758067520089986568e-01,4.125282071164897146e-02
4.535953880000000140e+02,4.674981637942438040e-01,-5.725170646921434042e-02,2.593983775579792872e-01,9.296402931213378906e-01,-3.683671951293945312e-01,-4.988346248865127563e-03,7.047716528177261353e-03,2.602204451767413662e-01,-1.538884309205542422e+00,-1.962896289483254009e+00,-1.227015241680414981e+00,1.565407407310740684e+00,-5.559981277551306889e-01,1.704703736171482298e+00,-5.544564171768199268e-01,2.011131641347315480e+00,-8.673292630437090533e-02,3.777828504183455838e-01,4.024247881117480607e-02
