0.460000,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.460401,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.460802,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.461203,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.461605,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.462006,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.462407,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.462808,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.463209,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.463610,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.464011,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.464413,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.464814,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.465215,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.465616,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.466017,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.466418,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.466819,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.467221,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.467622,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.468023,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.468424,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.468825,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.469226,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.469628,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.470029,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.470430,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.470831,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.471232,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.471633,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.472034,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.472436,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.472837,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.473238,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.473639,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.474040,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.474441,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.474842,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.475244,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.475645,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.476046,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.476447,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.476848,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.477249,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.477650,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.478052,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.478453,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.478854,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.479255,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.479656,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.480057,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.480458,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.480860,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.481261,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.481662,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.482063,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.482464,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.482865,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.483266,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.483668,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.484069,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.484470,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.484871,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.485272,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.485673,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.486074,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.486476,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.486877,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.487278,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.487679,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.488080,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.488481,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.488883,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.489284,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.489685,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.490086,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.490487,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.490888,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.491289,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.491691,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.492092,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.492493,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.492894,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.493295,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.493696,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.494097,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.494499,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.494900,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.495301,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.495702,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.496103,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.496504,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
0.496905,-0.058290,0.260950,0.929647,-0.368350,-0.004991,0.007037
