0.260942,7750.000671,0.258361
0.260933,7750.001424,0.258352
0.260920,7750.002391,0.258340
0.260903,7750.003614,0.258323
0.260884,7750.004946,0.258304
0.260865,7750.006243,0.258285
0.260847,7750.007540,0.258266
0.260828,7750.008801,0.258247
0.260810,7750.009999,0.258230
0.260792,7750.011195,0.258212
0.260775,7750.012343,0.258194
0.260758,7750.013429,0.258178
0.260742,7750.014489,0.258161
0.260726,7750.015501,0.258145
0.260711,7750.016456,0.258130
0.260697,7750.017338,0.258116
0.260684,7750.018168,0.258103
0.260671,7750.018936,0.258091
0.260660,7750.019657,0.258079
0.260649,7750.020322,0.258068
0.260639,7750.020925,0.258058
0.260630,7750.021474,0.258049
0.260622,7750.021952,0.258041
0.260615,7750.022360,0.258035
0.260609,7750.022733,0.258029
0.260604,7750.023057,0.258023
0.260599,7750.023366,0.258018
0.260594,7750.023635,0.258014
0.260590,7750.023891,0.258009
0.260586,7750.024111,0.258006
0.260583,7750.024318,0.258002
0.260580,7750.024497,0.257999
0.260577,7750.024652,0.257997
0.260575,7750.024791,0.257994
0.260573,7750.024898,0.257992
0.260572,7750.024977,0.257991
0.260570,7750.025055,0.257990
0.260569,7750.025114,0.257989
0.260568,7750.025177,0.257988
0.260567,7750.025248,0.257987
0.260566,7750.025316,0.257985
0.260565,7750.025374,0.257985
0.260564,7750.025438,0.257983
0.260563,7750.025504,0.257982
0.260562,7750.025568,0.257981
0.260561,7750.025636,0.257980
0.260559,7750.025728,0.257979
0.260558,7750.025805,0.257977
0.260557,7750.025877,0.257976
0.260555,7750.025983,0.257974
0.260553,7750.026106,0.257972
0.260551,7750.026232,0.257970
0.260549,7750.026365,0.257968
0.260547,7750.026498,0.257966
0.260544,7750.026645,0.257964
0.260542,7750.026799,0.257961
0.260539,7750.026955,0.257958
0.260536,7750.027133,0.257956
0.260533,7750.027332,0.257952
0.260530,7750.027536,0.257949
0.260526,7750.027752,0.257945
0.260522,7750.027973,0.257942
0.260518,7750.028215,0.257938
0.260514,7750.028470,0.257934
0.260510,7750.028712,0.257930
0.260506,7750.028975,0.257925
0.260502,7750.029242,0.257921
0.260497,7750.029526,0.257916
0.260493,7750.029799,0.257912
0.260488,7750.030098,0.257907
0.260483,7750.030363,0.257903
0.260479,7750.030623,0.257898
0.260474,7750.030918,0.257894
0.260469,7750.031213,0.257889
0.260465,7750.031504,0.257884
0.260460,7750.031773,0.257880
0.260456,7750.032050,0.257875
0.260451,7750.032322,0.257871
0.260447,7750.032593,0.257866
0.260442,7750.032859,0.257862
0.260439,7750.033097,0.257858
0.260435,7750.033322,0.257854
0.260431,7750.033564,0.257850
0.260427,7750.033785,0.257847
0.260424,7750.033984,0.257843
0.260421,7750.034185,0.257840
0.260417,7750.034377,0.257837
0.260415,7750.034554,0.257834
0.260412,7750.034725,0.257831
0.260409,7750.034889,0.257828
0.260406,7750.035055,0.257826
0.260404,7750.035214,0.257823
0.260401,7750.035363,0.257821
0.260399,7750.035513,0.257818
0.260396,7750.035667,0.257816
0.260394,7750.035808,0.257813
0.260391,7750.035956,0.257811
0.260389,7750.036099,0.257808
0.260387,7750.036244,0.257806
0.260384,7750.036385,0.257804
0.260382,7750.036512,0.257802
0.260380,7750.036641,0.257799
0.260378,7750.036782,0.257797
0.260376,7750.036914,0.257795
0.260373,7750.037046,0.257793
0.260371,7750.037198,0.257790
0.260368,7750.037345,0.257788
0.260366,7750.037479,0.257786
0.260364,7750.037629,0.257783
0.260361,7750.037786,0.257780
0.260359,7750.037939,0.257778
0.260356,7750.038087,0.257776
0.260353,7750.038253,0.257773
0.260351,7750.038401,0.257770
0.260348,7750.038552,0.257768
0.260346,7750.038704,0.257765
0.260344,7750.038852,0.257763
0.260341,7750.039012,0.257760
0.260338,7750.039179,0.257758
0.260335,7750.039362,0.257754
0.260332,7750.039526,0.257752
0.260330,7750.039692,0.257749
0.260327,7750.039858,0.257746
0.260324,7750.040037,0.257743
0.260321,7750.040216,0.257740
0.260318,7750.040395,0.257737
0.260315,7750.040573,0.257735
0.260312,7750.040740,0.257732
0.260310,7750.040915,0.257729
0.260307,7750.041083,0.257726
0.260304,7750.041262,0.257723
0.260301,7750.041426,0.257721
0.260298,7750.041606,0.257718
0.260295,7750.041775,0.257715
0.260292,7750.041959,0.257712
0.260289,7750.042150,0.257709
0.260286,7750.042323,0.257706
0.260283,7750.042501,0.257703
0.260281,7750.042669,0.257700
0.260278,7750.042823,0.257697
0.260276,7750.042967,0.257695
0.260273,7750.043109,0.257693
0.260271,7750.043239,0.257691
0.260269,7750.043374,0.257688
0.260267,7750.043504,0.257686
0.260265,7750.043621,0.257684
0.260263,7750.043751,0.257682
0.260261,7750.043875,0.257680
0.260259,7750.043987,0.257678
0.260257,7750.044085,0.257677
0.260256,7750.044179,0.257675
0.260254,7750.044272,0.257673
0.260253,7750.044366,0.257672
0.260251,7750.044448,0.257671
0.260250,7750.044532,0.257669
0.260249,7750.044603,0.257668
0.260248,7750.044658,0.257667
0.260246,7750.044736,0.257666
0.260245,7750.044819,0.257664
0.260244,7750.044910,0.257663
0.260242,7750.045007,0.257661
