3019.444543,0.467600,-0.057180,0.258272,0.929647,-0.368350,-0.004991,0.007037,0.260305,-1.539997,-1.965180,-1.223610,1.565429,-0.555950,0.996228,-0.557126,5.881422,-0.046617,0.423845,0.039188
3019.494586,0.467599,-0.056627,0.258152,0.929647,-0.368350,-0.004991,0.007037,0.261517,-1.539948,-1.965583,-1.223264,1.565449,-0.554739,0.974583,-0.394340,5.931236,-0.056738,0.417778,0.036245
3019.514561,0.467598,-0.056072,0.258009,0.929647,-0.368350,-0.004991,0.007037,0.262731,-1.539918,-1.966033,-1.222850,1.565469,-0.553525,0.995133,-0.404525,5.611295,-0.053730,0.416800,0.037241
3019.534586,0.467597,-0.055518,0.257843,0.929647,-0.368350,-0.004991,0.007037,0.263944,-1.539908,-1.966535,-1.222364,1.565489,-0.552312,1.062197,-0.300882,5.600972,-0.059888,0.416680,0.035315
3019.554646,0.467597,-0.054963,0.257666,0.929647,-0.368350,-0.004991,0.007037,0.265157,-1.539908,-1.967057,-1.221848,1.565509,-0.551099,1.215505,-0.361927,5.681322,-0.065842,0.440816,0.036293
3019.574665,0.467596,-0.054410,0.257489,0.929647,-0.368350,-0.004991,0.007037,0.266368,-1.539911,-1.967580,-1.221329,1.565528,-0.549889,1.617943,-0.135906,5.321596,-0.097670,0.498916,0.035212
3019.594633,0.467595,-0.053855,0.257312,0.929647,-0.368350,-0.004991,0.007037,0.267580,-1.539915,-1.968102,-1.220809,1.565548,-0.548676,1.857041,-0.114997,4.691497,-0.113710,0.540879,0.036231
3019.614696,0.467594,-0.053301,0.257135,0.929647,-0.368350,-0.004991,0.007037,0.268793,-1.539920,-1.968619,-1.220293,1.565568,-0.547464,2.107407,0.035188,4.091535,-0.152718,0.594894,0.037235
3019.634653,0.467593,-0.052747,0.256962,0.929647,-0.368350,-0.004991,0.007037,0.270005,-1.539924,-1.969129,-1.219785,1.565588,-0.546252,2.418276,0.174333,3.411630,-0.191681,0.653930,0.034217
3019.654739,0.467592,-0.052193,0.256790,0.929647,-0.368350,-0.004991,0.007037,0.271215,-1.539929,-1.969634,-1.219282,1.565608,-0.545042,2.688038,0.295022,2.691602,-0.226710,0.706920,0.033231
3019.674685,0.467591,-0.051639,0.256622,0.929647,-0.368350,-0.004991,0.007037,0.272427,-1.539933,-1.970130,-1.218789,1.565628,-0.543831,3.007782,0.474246,1.921578,-0.270677,0.773909,0.033216
3019.694699,0.467590,-0.051084,0.256456,0.929647,-0.368350,-0.004991,0.007037,0.273638,-1.539935,-1.970617,-1.218306,1.565648,-0.542619,3.288351,0.663641,1.121641,-0.315651,0.839933,0.031203
3019.714733,0.467589,-0.050530,0.256295,0.929647,-0.368350,-0.004991,0.007037,0.274849,-1.539937,-1.971094,-1.217833,1.565668,-0.541408,3.618551,0.873937,0.201661,-0.358663,0.914941,0.031209
3019.734859,0.467589,-0.049975,0.256137,0.929647,-0.368350,-0.004991,0.007037,0.276060,-1.539936,-1.971562,-1.217372,1.565688,-0.540197,4.018025,1.134373,-0.828397,-0.409682,1.005919,0.030218
